clip_filename,language,genre,speaker_name,primary_emotion,secondary_emotion,approved,qc_flags,duration_s,word_count,words_per_min,lufs,lufs_delta,true_peak_dbtp,rms_dbfs,snr_db,spectral_centroid_hz,silence_ratio,transcript
en_speech_003_0004.wav,en,speech,Palki Sharma,formal,neutral,true,,52.835,126,143.1,-22.99,0.01,-4.81,-24.21,43.7,2158.7,0.422,"destroyed. So the story of Kyoto one and the story of Nagasaki and Hiroshima lost, which is why it is very important to also control your story. to actively shape it. We are a country of 1.4 billion people. We have more than 800 channels. We have a lot of content and our phone is full of stories and videos and reels and all sorts of things that you all consume. We are very aware and politically engaged people. From the tea seller to the C E O of a company, everybody knows what's happening. They can talk to you about Biden's policies and they can also weigh in on what's happening in Bihar and everything in between. But we seek validation from the foreign press."
en_speech_003_0005.wav,en,speech,Palki Sharma,formal,angry,true,,51.925,147,169.9,-22.97,0.03,-6.03,-24.0,45.1,2173.7,0.411,"If you've seen what's been making news in the past couple of days, you would know. The New York Times writes something about a policy in India and it immediately becomes a Twitter trend. But why do we need a certificate from the foreign press? We may trash it, we may say that we don't care about what the New York Times is saying, but we do. Because we discuss it. It affects us, we react to it, we consume it. The economist says something about who we should vote for in an Indian election. And it becomes part of the political debate. And while we've achieved a lot in India in the last seventy five years. We've not had a single newspaper in this country. Can you imagine an Indian newspaper publishing a headline about something in the U.S. or the U.K. and for that making"
en_conversational_004_0003.wav,en,conversational,Dr Vivek Modi,formal,conversational_casual,true,,55.105,148,161.1,-23.0,0.0,-5.46,-23.52,36.6,2283.4,0.325,"So what is P P I T here? Let's understand. Okay. First P. In P P I T, first P is called people. People. Okay. So it means you can talk something about the people present there. Let us say if school principal is sitting there on the desk. So you can say few words about that. You can first start by greeting.  Good evening, good morning, Namaskar to all. And then you can say thank you so much for giving me this opportunity to come on the days and represent parents or brother sister or represent our son there who is studying in this school. Then you can say, before I begin, keep in your mind P, you can say, before I begin and say something, let me congratulate Principal sir and entire staff of this college or this school to run it really well and professionally."
en_conversational_004_0004.wav,en,conversational,Dr Vivek Modi,conversational_casual,formal,true,,48.5,155,191.8,-22.96,0.04,-5.74,-23.1,35.7,2284.8,0.261,"we feel it is like our family. Now you are talking about people there, okay? So say few sentence about people present on the day of and people present in the audience. In general, you will always be able to make few comments about the people, no matter what is the situation. Now it may be a club function, it may be a wedding ceremony, it may be some other kind of office ceremony, a farewell party or something, where suddenly if you are called to tell something, first remember P, talk about people, something, say few words, okay. Then move on to the second P. P P I T I told you. Second P. Second P is place. Okay, first P is people, second P is place. Now what do you say about place? Talk about that organization or that location where you are. So you can say whenever I come to this campus."
en_conversational_004_0008.wav,en,conversational,Dr Vivek Modi,happy_excited,conversational_casual,true,,50.82,149,175.9,-22.99,0.01,-4.86,-23.03,37.6,2280.2,0.252,"I see few of them will become Bharat Ratna or Nobel Prize winners. They will bring glory to country. You are talking about future of that audience. You are talking about future of that organization. You are talking about future of that place again. So same PPI in past, present, future. Again you get some more points to speak and fill in the blank. So it really doesn't matter what is the topic, really doesn't matter what is the audience, really doesn't matter what is the occasion, you always if you can keep this technique in your mind, P P I T, place, people, place, issue and time. If you use this technique, you will always be able to speak confidently at least for five minutes. And that's good enough. And you know one of the good thing about it, since you have spoken extempore, people will love that."
en_conversational_004_0014.wav,en,conversational,Dr Vivek Modi,conversational_casual,neutral,true,,49.585,152,183.9,-23.04,-0.04,-5.87,-23.02,34.9,2125.2,0.221,"So vocabulary, I cannot give you a mantra, you chant and vocabulary happens. You have to listen more people, that's how your words get rich. You have to read more book. If you are not able to read and say me I want to become fluent, it won't happen, yes? So you have to do simple thing is read more variety of things and talk in different scenarios. watch debates, watch people talking and see what kind of phrases and words they are using. there are few words which will repeatedly coming. any video you open, you will find few new words. look at those words, internalize them, imagine where will I speak these words and speak. That's it. So, it's a process. Don't keep a timeline in two days my vocabulary should be good or in one week it would be. It's a lifelong process even today I learn new words."
en_conversational_004_0017.wav,en,conversational,Dr Vivek Modi,calm_reverent,conversational_casual,true,,51.88,149,172.3,-22.99,0.01,-2.56,-22.94,31.6,2090.1,0.221,"How will I use it? What situation I can use it? If you cannot imagine a situation then put that word in a in background. Use first learn only those words which you can think of using. And when I say think of using it should not look artificial or odd. It should look very natural. When you're talking to your friends, when you are talking to some people on phone or otherwise, if it is not natural just to just to make it very difficult, just to make it sound it very sophisticated if you are learning a word and using it word, no it won't work. Communication is not about creating difficult words and using jargons, no. in the end communication should is about conveying your message effectively and receiving your message in two way. So listen carefully to people and communicate in simple yet understandable English."
en_vlog_005_0001.wav,en,vlog,Sunita Rawat,happy_excited,conversational_casual,true,,52.47,156,178.4,-23.0,0.0,-3.45,-22.78,31.3,1889.4,0.234,"Hello and good morning from Chamoli, Uttarakhand. If you don't know me, I am Sunita Rawat and I welcome you all again to my channel Sunita's English Adventure, where I create vlogs in English and have conversations with people and you get to see those conversation on my this channel. So if you want to improve your English, surely this is the right channel for you, so you can immediately subscribe to my channel and be in the video till end, because today I'm going to show you something different, something that you haven't seen in my videos before. But let me see, I haven't planned anything, but I'll try to show you something different so that you could learn. Okay, so today I'm wearing this scarf. It's the identity of Uttarakhand. So I thought let me just wear it to show you. And it's actually cold as well today, unlike yesterday. Yesterday it was really"
en_vlog_005_0002.wav,en,vlog,Sunita Rawat,sad,conversational_casual,true,,52.44,146,167.0,-22.99,0.01,-1.43,-22.97,37.4,1856.4,0.235,"Okay guys, nothing much to show in this view today, but it looks little little blurry to me. I mean, I can show you Himalayas from here, but these days it is fully covered with mist, I guess, that looks like mist only. that we call dhund in Hindi but I'm not sure what is what it is exactly. Yes it's so cold here that I'm wearing thermals beneath my kurta and I've layered up with a sweater as well so you can imagine how cold it is here today and it's the month of May today is first May. So you can imagine like people are suffering from scorching hot weather in cities and here in hilly areas we are suffering or what should I say? I mean,  sometimes I like the kind of weather we have here. It's quite volatile. It changes very frequently."
en_vlog_005_0003.wav,en,vlog,Sunita Rawat,happy_excited,sad,true,,52.585,133,151.8,-23.0,0.0,-3.31,-23.07,45.4,1776.8,0.279,"But sometimes I don't. I am so pissed off. I want to wear some vibrant dresses like we wear in summers, but very rarely I'm getting that chance to do so. I am always covered with all these warm clothes, so I'm a little bored of this now. I really love the design and the color combination of this scarf. Do tell me how do I look in this. I feel good, you know, when you wear something. different, although I have a lot of collections of these kind of scarves, like in different colors and different designs, I love wearing them. And do tell me, how do I look? I'm not sure. Okay, so today I have a conversation with Himachali tutor Himachali tutor Neha Rana. She is very famous on YouTube."
en_vlog_005_0005.wav,en,vlog,Sunita Rawat,calm_reverent,conversational_casual,true,,47.535,130,164.1,-23.0,0.0,-4.26,-22.81,44.5,1654.0,0.265,"you know, build that confidence first. No matter how many mistakes you make, if you are confident, you can trick the person in front of you. Can't you? And I'm sure you must have witnessed these kind of people in your life where they are very confident but they don't know anything, but still they are confident because of which they succeed in their career, in life or whatsoever because whatever they speak, they speak with complete confidence. So yes, I'm looking forward to have a deep and meaningful conversation with Neha Rana ji. It always is actually because she always gives a direction to the conversation and you feel so into it, like you don't feel bored of the conversation, you feel so into it, you enjoy the conversation."
en_vlog_005_0006.wav,en,vlog,Sunita Rawat,calm_reverent,conversational_casual,true,,52.315,138,158.3,-23.0,0.0,-6.8,-22.73,29.7,1398.9,0.203,"Okay, so I'm done with this book, The Mother I Never Knew from Sudha Murthy ji. And I found this book worth reading because the language is quite simple and it took me around a couple of months to finish this book because for me it was quite difficult to take some time out from my busy schedule and to read things because whatever little time I get I prefer to have something you know to learn something really quick and when you listen to things when you watch something you learn it really quick like from conversations from podcast and all these things but when you read I mean, I'm just  expressing my opinion when you read,  you have a doubt that whether you're going to get something meaningful from it or not for your everyday conversations."
en_vlog_005_0007.wav,en,vlog,Sunita Rawat,calm_reverent,conversational_casual,true,,51.345,147,171.8,-23.01,-0.01,-6.16,-22.72,34.4,1598.3,0.21,"So that's why I simply closed the book and I prefer to watch videos or podcast or I simply read articles from Google so that I could get some quick instant knowledge. But yes, I've managed to complete this book in almost two months. And this book is more or less like Daily Soaps. Like it has two stories and both the stories are quite unusual. Like the stories that we get to see in Daily Soaps. You can get dramatic twists. Yeah, when you read one page, you feel like reading another one and it creates curiosity, same like the way Daily Soaps creates. That is why ladies are just stuck. to Daily Soaps. And they are always so excited to watch the next episode because of the curiosity again. So yeah, I found this good. You can also read this, The Mother I Never Knew."
en_podcast_006_0001.wav,en,podcast,Kenny Sebastian,happy_excited,intense_dramatic,true,,48.52,132,163.2,-23.0,0.0,-8.22,-22.67,30.7,2391.4,0.224," hi everyone what's happening.  It's a special special episode because  it's a few days after the release of my special on Netflix. The most interesting person in the room. I have died saying that full name for two years and now it's finally over and it was trending on Netflix and the comments have come in and everyone's happy and the world is a wonderful place again.  I just  I can't believe that It's, I think we shot it in October 2019 and now it's, what, what year is it? It's 2020 and it's, what month is it? It's it's may, right? It's still may. It's still may. Today is what is today's date? I have no idea what's happening actually in life. Today today's oh it's June. Today is first June."
en_podcast_006_0003.wav,en,podcast,Kenny Sebastian,sad,happy_excited,true,,52.8,159,180.7,-23.0,0.0,-8.06,-22.87,51.2,2431.7,0.291,"of sixty seven minutes. That sixty seven minutes took so much work and it's it's a part of you that you have given and it won't come back. I know it sounds very lame but it's very special because it is a special. I don't think you understand. It's almost like letting a child go, you know,  because I'll never do the jokes again because once you do the joke once, you can't repeat it. So it's almost like you see it and it's like a time capsule of two and a half years of your life. It's pretty cool. It's pretty cool. I'm so happy with the you guys flooded me on Instagram and you guys messages were very sweet. And I think after the special, I just realized that I I mean, I got all the joy from it already. It's already on Netflix and,  my friends and family love it and my audiences love it and,"
en_podcast_006_0017.wav,en,podcast,Kenny Sebastian,intense_dramatic,angry,true,,51.18,145,170.0,-22.98,0.02,-8.33,-23.19,45.4,2530.5,0.318,"P.S. we have been dating for nine months. What the shit! Nine months and already.  wait dude, both of you wait, relax. You're twenty three, right? So he's twenty seven, he has enough time. He doesn't have a biological clock, ask him to shut the shit up and wait. Wait at least for a year, nothing will happen in a year. And  this commitment issue thing, no, please introspect a little bit more because I used to think I don't have commitment issues. Then in my twenties, mid twenties I realized I did. because I was like I'm super romantic and I'm super into commitment and old school relationships. And then when I went for therapy,  while I was talking I realized I'm commitment phobic when it comes to marriage because a relationship is very very easy to easy to do  when you're not married."
en_podcast_006_0022.wav,en,podcast,Kenny Sebastian,happy_excited,intense_dramatic,true,,51.71,122,141.6,-22.99,0.01,-7.51,-23.21,53.0,2379.8,0.35,"Do you think that if someone has anything bad, does anything, has done anything bad to you emotionally, that karma finds them and gets it squared off or do you think these people can escape? Is karma just a way to make ourselves be patient and focus on other stuff enlighten us Kenny. I really like this question because he's also very self-aware. Though if there's one thing I believe in which is not logical or rooted in scientific facts or reasoning. is karma. Dude, I can't explain it. But karma has wrapped around me like a little snake,  and it's covered all my private parts.  what that makes no sense. Karma is so prominent in my life, I'm not kidding guys."
en_podcast_006_0028.wav,en,podcast,Kenny Sebastian,angry,neutral,true,,50.155,122,145.9,-23.0,0.0,-8.35,-23.15,56.9,2384.0,0.348,"Being a journalist basically means not spending enough time on a certain skill. So you won't be good at it. So it's not about being unfair or fair, you're talking about you this is what you're saying. People favor people who complete the twenty one K marathon instead of people who do seven two kilometer marathons. It's like those are not those are two completely different things. One person has chosen to spend time and complete a thing. Why are you hating them on completing a thing? And being a journalist is a is is doesn't make sense, right? Because  you will be good at something more than the other thing. So,  there were some lot of interesting replies, but for example,"
en_speech_007_0008.wav,en,speech,Nikhil Kamath,happy_excited,calm_reverent,true,,50.765,114,134.7,-23.0,0.0,-5.25,-23.65,60.0,2240.3,0.328,"There's some things I'm thinking about and some things I'm not, but largely, I have gratitude for life. I am thankful for a brother who had a stroke a year ago recovering. My biggest worry are things like my sister-in-law is cancer free or my dad who passed away recently did so peacefully. I'm thankful for the dogs Anant gave me.  Those two Labradors are adorable. I've named them Chase and Grace. You have to see them still. And I'm not sat there worrying about what happened in social media or what happened to the next successful businessman, what deal did he crack and feeling insecure about life.  So if there is one thing"
en_dramatic_009_0001.wav,en,dramatic,Rohan Joshi,intense_dramatic,sad,true,,52.61,156,177.9,-23.0,0.0,-1.33,-23.51,30.0,2131.2,0.199,"Hi! My name is Rohan.  I have anxiety.  To people here who might not know what that is, I'll use a simple definition. What this means is that as part of my life, I am constantly persistently and excessively worried about all sorts of actions and events, no matter how ordinary or how routine those events may be. So I guess what I'm saying is standing on an island with no escape with a thousand people staring at me. is a very relaxing way to spend the evening. Anxiety is a difficult thing to explain to people because when you start to describe it or when I start to describe it most people listen for a bit and then say but it sounds like you're just worried about things. Everybody has worries. Tough shit son you're not special. Have you read a newspaper recently? everybody has problems, but that's just it. Anxiety is not just worry."
en_dramatic_009_0002.wav,en,dramatic,Rohan Joshi,angry,intense_dramatic,true,,53.125,155,175.1,-23.01,-0.01,-3.59,-23.63,34.7,2047.2,0.248,"Have you ever left home and wondered if you forgot to switch the geyser off? Have you ever been to a restaurant where the menu is so large and has so many things on it that it paralyzes you into indecision and you can't even decide what you want to drink? Now imagine going to a restaurant where the menu is that large and it has that many options except every single option on the menu is another geyser that you forgot to switch off. That terror, but every single minute of every single day about every little thing, that's anxiety. As someone who lives with anxiety, I'm really glad that people are finally talking about anxiety. As someone who has anxiety, I really hate that people want to talk about anxiety to me. When you tell me about your anxiety, all you're doing is ensuring that now I'm worried about me and about you."
en_dramatic_009_0003.wav,en,dramatic,Rohan Joshi,intense_dramatic,sad,true,,51.49,173,201.6,-22.99,0.01,-1.78,-23.81,36.3,2198.0,0.244,"And that's the thing, I understand and I empathize and the thing is I want to help you and I want to help everybody and I would carry everybody's shit in a heartbeat. if I was strong enough. But some days I feel like I have the strength to do it. Some days I feel like I can help somebody look into their abyss. I can help people stare down their abyss without blinking until the abyss blinks first. But on other days I'll help somebody stare into their abyss and realize that their abyss looks way too much like my abyss. And then before I know it, I'm staring into my own abyss. And the next thing I know, two hours have gone. And my jaw hurts from grinding my teeth and the inside of my cheeks are bleeding and my lips look like the surface of the moon. And all I can feel is helplessness about not being able to help anyone at all. And yet, that I can deal with."
en_dramatic_009_0004.wav,en,dramatic,Rohan Joshi,intense_dramatic,angry,true,,54.54,136,149.6,-23.02,-0.02,-5.68,-23.74,35.1,2167.4,0.252,"When people on the internet are in my inbox with negativity or saying that they need help or that they're pleading that I can do something, I can deal with that. Because those emotions I understand. Those emotions I am intimately familiar with, been there, done that. What I cannot handle on the internet is all the fucking positivity. Dear citizens of Instagram, spare me. Spare me your colorful tiles with your short cute quotes that sound so cool but don't say shit. spare me all your amazing lies where you try to fit complex emotions and diverse struggles into cute shareable lines that sound really nice when you share them but don't mean shit. I am tired of going online on an anxious day and seeing a post where someone said something like unfuck yourself."
en_dramatic_009_0005.wav,en,dramatic,Rohan Joshi,angry,intense_dramatic,true,,52.91,149,169.0,-22.99,0.01,-5.93,-23.44,31.2,2054.4,0.202,"You're not preaching positivity, you're preaching denial. Stop telling people who are dealing with shit, whether it's depression or whether it's anxiety or whatever it is, stop telling them shit like, oh, that's just another beautiful dimension of you. Stop telling me that that's just a beautiful scar that I carry. There is nothing beautiful about it. There is nothing beautiful about seeing blood in your foam when you brush your teeth every morning. There is nothing beautiful about wondering what your friends and family are up to because you don't have the courage to walk out of your front door on a particular day. Stop telling people things like it is not you who is depressed, it is reality which is broken. The next time you're sick, I'll come to your house, throw your medicines out of the window and say it is not you who has malaria."
en_dramatic_009_0006.wav,en,dramatic,Rohan Joshi,intense_dramatic,sad,true,,52.81,191,217.0,-23.0,0.0,-3.13,-23.22,26.1,2064.9,0.158,"What I can say is that hopefully one day at some point in your future it will get better. That one point when you feel like giving up just remember that somewhere in your future maybe not tomorrow, maybe not day after, maybe not next year, but somewhere in your future a day is waiting and it is a simple and ordinary and profound day where you'll get one little thing right like you'll make the perfect cup of tea. or the sun and the wind will hit your face in that perfectly pleasant way that makes you want to take a lovely nap, or a friend will tell a joke that will make you burst out in laughter, and in that second, on that day a voice in your head will say, I'm glad I stuck around for this. I am glad I fought off the abyss. I am glad that I stared it down and I am glad that I am here. I will also tell you that that day will not last and it will go away and for every good day there will be another bad one."
hi_conversational_010_0001.wav,hi,conversational,Narendra Modi,formal,neutral,true,,53.175,99,111.7,-23.0,0.0,-8.0,-23.17,64.3,1628.8,0.318,मेरे प्यारे देशवासियों नमस्कार मन की बात के एक और एपिसोड में आप सब से जुड़कर खुशी हो रही है इधर बीच चुनाव की भागदौड़ रही है लेकिन आपके पत्रों और संदेशों के माध्यम से हमने देश और देशवासियों की उपलब्धियों पर एक दूसरे से अपनी खुशियाँ साझा भी की है इस बार मन की बात की शुरुआत देश की एक ऐसी ही बहुत बड़ी उपलब्धि से करते हैं साथियों भारत ने विज्ञान को हमेशा देश की प्रगति से जोड़कर देखा है। इसी सोच के साथ हमारे वैज्ञानिक सिविल न्यूक्लियर प्रोग्राम को आगे बढ़ा रहे हैं। उनके प्रयासों से
hi_conversational_010_0004.wav,hi,conversational,Narendra Modi,formal,neutral,true,,52.965,100,113.3,-23.03,-0.03,-7.97,-22.92,63.1,1350.9,0.271,भारत के परमाणु कार्यक्रम में अपना अमूल्य योगदान दिया है देशवासियों का जीवन बेहतर और आसान बनाने के लिए उनका यह प्रयास बहुत ही सराहनीय है इससे विकसित भारत के हमारे संकल्प को भी एक नई ऊर्जा मिलेगी मेरे प्यारे देशवासियों मन की बात में आज मैं एक ऐसी शक्ति की बात करना चाहता हूँ जो अदृश्य है लेकिन जिसके बिना हमारा जीवन एक पल भी न चले यही ताकत भारत को आगे बढ़ा रही है यह हमारी पवन शक्ति है हमारे प्राचीन ग्रंथों में कहा गया है वायुर्वा इति व्यष्टिः वायुर्वै समष्टिः अर्थात वायु सिर्फ एक तत्व नहीं है
hi_conversational_010_0007.wav,hi,conversational,Narendra Modi,conversational_casual,formal,true,,52.58,101,115.3,-23.04,-0.04,-8.17,-23.11,64.5,1667.4,0.304,इसमें हम सब की भूमिका है हमें बिजली बचानी है हमें स्वच्छ ऊर्जा क्लीन एनर्जी अपनानी है देश में हर स्तर पर ऐसे प्रयास जरूरी हैं क्योंकि इन्हीं से बड़ा बदलाव आता है साथियों मई महीने की शुरुआत एक पावन अवसर के साथ होने जा रही है कुछ ही दिनों में हम बुद्ध पूर्णिमा मनाएंगे मैं आप सभी देशवासियों को अपनी अग्रिम शुभकामनाएँ देता हूँ भगवान गौतम बुद्ध का जीवन संदेश आज भी उतना ही प्रासंगिक है उन्होंने हमें सिखाया है कि शांति हमारे भीतर से शुरू होती है उन्होंने बताया है कि स्वयं पर विजय सबसे बड़ी विजय होती है
hi_conversational_010_0013.wav,hi,conversational,Narendra Modi,calm_reverent,neutral,true,,52.04,105,121.1,-22.96,0.04,-7.89,-22.97,62.5,1477.9,0.29,और गर्व से भर देती है मैं मन की बात के श्रोताओं से कुछ उदाहरण साझा करना चाहता हूँ इनको सुनकर आपका मन प्रसन्न हो जाएगा पहले बात कच्छ के रण की बरसात खत्म होते ही यहां की धरती जीवंत हो जाती है। हर साल लाखों फ्लेमिंगो यहां आते हैं। पूरा इलाका गुलाबी रंग से रंग जाता है। इसलिए इसे फ्लेमिंगो सिटी कहा जाता है। ये पक्षी यहीं घोंसले बनाते हैं और अपने बच्चों को बड़ा करते हैं। कच्छ के लोग इन्हें लाखा जी के बाराती कहते हैं। अब लाखा जी के बाराती कच्छ में पर्यावरण संरक्षण के बड़े सुंदर प्रतीक बन गए हैं। साथियों।
hi_conversational_010_0016.wav,hi,conversational,Narendra Modi,calm_reverent,neutral,true,,51.885,103,119.1,-22.98,0.02,-7.56,-23.06,60.8,1352.6,0.302,प्रकृति और मानव अलग नहीं है हम एक दूसरे के साथी हैं जब हम प्रकृति को समझते हैं उसका सम्मान करते हैं और उसके साथ मिलकर चलते हैं तो बदलाव साफ़ दिखाई देता है आज यही बदलाव देश के कोने कोने से नई उम्मीद बनकर सामने आ रहा है मेरे प्यारे देशवासियों नॉर्थ ईस्ट हम सबके लिए अष्टलक्ष्मी है यहाँ भरपूर टैलेंट है और नॉर्थ ईस्ट की प्राकृतिक सुंदरता भी सबका ध्यान खींचती है। मन की बात में भी हम अक्सर नॉर्थ ईस्ट के लोगों की उपलब्धियों पर चर्चा करते आए हैं। आज ऐसी ही एक और उपलब्धि की मैं आपसे चर्चा करूंगा।
hi_conversational_010_0034.wav,hi,conversational,Narendra Modi,neutral,formal,true,,52.315,98,112.4,-23.0,0.0,-7.1,-22.98,36.5,1057.4,0.265,"कई प्रसिद्ध संस्थानों को भी आकार दिया गुरुदेव टैगोर लोगों के लिए ऐसे उद्योगों के पक्षधर थे जिनमें स्थायी रोजगार मिलने के साथ ही गाँवों का भी कल्याण हो उनके रविंद्र संगीत का प्रभाव आज भी दुनिया भर में बना हुआ है। मेरे लिए शांति निकेतन की यात्राएं अविस्मरणीय रही। यह वही इंस्टीट्यूशन है जिसे उन्होंने पूरे समर्पण भाव से सींचा और संवारा था। उन्हें एक बार फिर मेरी विनम्र श्रद्धांजलि। साथियों, मई का महीना अठारह सौ सत्तावन के प्रथम स्वतंत्रता संग्राम की याद भी दिलाता है। मैं मां भारती की सभी वीर संतानों को नमन करता हूं।"
